Date,Location,Temperature
1991-12-01,Villarrica,999.9
1992-01-01,Villarrica,999.9
1992-02-01,Villarrica,26.3
1992-03-01,Villarrica,24.92
1992-04-01,Villarrica,22.01
1992-05-01,Villarrica,20.34
1992-06-01,Villarrica,20.64
1992-07-01,Villarrica,14.55
1992-08-01,Villarrica,17.37
1992-09-01,Villarrica,20.19
1992-10-01,Villarrica,22.7
1992-11-01,Villarrica,24.13
1992-12-01,Villarrica,27.01
1993-01-01,Villarrica,27.23
1993-02-01,Villarrica,25.0
1993-03-01,Villarrica,26.49
1993-04-01,Villarrica,24.84
1993-05-01,Villarrica,20.07
1993-06-01,Villarrica,18.0
1993-07-01,Villarrica,16.4
1993-08-01,Villarrica,18.1
1993-09-01,Villarrica,19.2
1993-10-01,Villarrica,23.5
1993-11-01,Villarrica,999.9
1993-12-01,Villarrica,26.8
1994-01-01,Villarrica,26.8
1994-02-01,Villarrica,25.33
1994-03-01,Villarrica,24.99
1994-04-01,Villarrica,23.4
1994-05-01,Villarrica,22.19
1994-06-01,Villarrica,19.1
1994-07-01,Villarrica,18.85
1994-08-01,Villarrica,21.35
1994-09-01,Villarrica,19.78
1994-10-01,Villarrica,25.23
1994-11-01,Villarrica,24.68
1994-12-01,Villarrica,28.42
1995-01-01,Villarrica,27.6
1995-02-01,Villarrica,26.58
1995-03-01,Villarrica,25.21
1995-04-01,Villarrica,21.63
1995-05-01,Villarrica,18.9
1995-06-01,Villarrica,19.72
1995-07-01,Villarrica,20.98
1995-08-01,Villarrica,21.05
1995-09-01,Villarrica,22.66
1995-10-01,Villarrica,22.86
1995-11-01,Villarrica,27.1
1995-12-01,Villarrica,27.91
1996-01-01,Villarrica,28.3
1996-02-01,Villarrica,26.48
1996-03-01,Villarrica,24.74
1996-04-01,Villarrica,23.82
1996-05-01,Villarrica,20.77
1996-06-01,Villarrica,15.2
1996-07-01,Villarrica,16.26
1996-08-01,Villarrica,21.53
1996-09-01,Villarrica,19.93
1996-10-01,Villarrica,22.65
1996-11-01,Villarrica,25.43
1996-12-01,Villarrica,26.21
1997-01-01,Villarrica,27.54
1997-02-01,Villarrica,26.6
1997-03-01,Villarrica,24.99
1997-04-01,Villarrica,22.3
1997-05-01,Villarrica,20.64
1997-06-01,Villarrica,17.56
1997-07-01,Villarrica,20.68
1997-08-01,Villarrica,19.96
1997-09-01,Villarrica,22.69
1997-10-01,Villarrica,23.58
1997-11-01,Villarrica,25.55
1997-12-01,Villarrica,27.17
1998-01-01,Villarrica,999.9
1998-02-01,Villarrica,26.01
1998-03-01,Villarrica,24.57
1998-04-01,Villarrica,22.31
1998-05-01,Villarrica,19.2
1998-06-01,Villarrica,17.57
1998-07-01,Villarrica,19.77
1998-08-01,Villarrica,18.24
1998-09-01,Villarrica,19.51
1998-10-01,Villarrica,22.68
1998-11-01,Villarrica,24.61
1998-12-01,Villarrica,999.9
1999-01-01,Villarrica,26.28
1999-02-01,Villarrica,999.9
1999-03-01,Villarrica,999.9
1999-04-01,Villarrica,999.9
1999-05-01,Villarrica,999.9
1999-06-01,Villarrica,16.88
1999-07-01,Villarrica,16.91
1999-08-01,Villarrica,19.62
1999-09-01,Villarrica,23.21
1999-10-01,Villarrica,23.91
1999-11-01,Villarrica,999.9
1999-12-01,Villarrica,27.74
2000-01-01,Villarrica,27.78
2000-02-01,Villarrica,27.17
2000-03-01,Villarrica,26.29
2000-04-01,Villarrica,23.42
2000-05-01,Villarrica,18.39
2000-06-01,Villarrica,18.78
2000-07-01,Villarrica,13.28
2000-08-01,Villarrica,20.85
2000-09-01,Villarrica,20.18
2000-10-01,Villarrica,24.28
2000-11-01,Villarrica,24.68
2000-12-01,Villarrica,26.78
2001-01-01,Villarrica,27.08
2001-02-01,Villarrica,26.48
2001-03-01,Villarrica,26.08
2001-04-01,Villarrica,23.88
2001-05-01,Villarrica,17.58
2001-06-01,Villarrica,17.58
2001-07-01,Villarrica,18.36
2001-08-01,Villarrica,22.28
2001-09-01,Villarrica,999.9
2001-10-01,Villarrica,23.87
2001-11-01,Villarrica,999.9
2001-12-01,Villarrica,999.9
2002-01-01,Villarrica,26.4
2002-02-01,Villarrica,26.26
2002-03-01,Villarrica,27.88
2002-04-01,Villarrica,24.45
2002-05-01,Villarrica,21.23
2002-06-01,Villarrica,17.58
2002-07-01,Villarrica,17.24
2002-08-01,Villarrica,21.38
2002-09-01,Villarrica,20.71
2002-10-01,Villarrica,25.02
2002-11-01,Villarrica,25.18
2002-12-01,Villarrica,27.12
2003-01-01,Villarrica,25.8
2003-02-01,Villarrica,26.4
2003-03-01,Villarrica,25.88
2003-04-01,Villarrica,21.58
2003-05-01,Villarrica,19.85
2003-06-01,Villarrica,999.9
2003-07-01,Villarrica,17.82
2003-08-01,Villarrica,17.74
2003-09-01,Villarrica,21.4
2003-10-01,Villarrica,24.38
2003-11-01,Villarrica,24.32
2003-12-01,Villarrica,25.54
2004-01-01,Villarrica,27.32
2004-02-01,Villarrica,25.96
2004-03-01,Villarrica,26.27
2004-04-01,Villarrica,999.9
2004-05-01,Villarrica,999.9
2004-06-01,Villarrica,999.9
2004-07-01,Villarrica,999.9
2004-08-01,Villarrica,999.9
2004-09-01,Villarrica,999.9
2004-10-01,Villarrica,999.9
2004-11-01,Villarrica,999.9
2004-12-01,Villarrica,999.9
2005-01-01,Villarrica,999.9
2005-02-01,Villarrica,999.9
2005-03-01,Villarrica,999.9
2005-04-01,Villarrica,999.9
2005-05-01,Villarrica,999.9
2005-06-01,Villarrica,999.9
2005-07-01,Villarrica,999.9
2005-08-01,Villarrica,999.9
2005-09-01,Villarrica,999.9
2005-10-01,Villarrica,999.9
2005-11-01,Villarrica,999.9
2005-12-01,Villarrica,999.9
2006-01-01,Villarrica,999.9
2006-02-01,Villarrica,27.3
2006-03-01,Villarrica,26.5
2006-04-01,Villarrica,22.0
2006-05-01,Villarrica,17.9
2006-06-01,Villarrica,20.54
2006-07-01,Villarrica,21.55
2006-08-01,Villarrica,20.17
2006-09-01,Villarrica,20.46
2006-10-01,Villarrica,25.5
2006-11-01,Villarrica,24.89
2006-12-01,Villarrica,27.85
2007-01-01,Villarrica,25.99
2007-02-01,Villarrica,26.59
2007-03-01,Villarrica,27.32
2007-04-01,Villarrica,24.4
2007-05-01,Villarrica,16.4
2007-06-01,Villarrica,18.72
2007-07-01,Villarrica,15.6
2007-08-01,Villarrica,17.3
2007-09-01,Villarrica,24.3
2007-10-01,Villarrica,999.9
2007-11-01,Villarrica,23.29
2007-12-01,Villarrica,26.72
2008-01-01,Villarrica,27.18
2008-02-01,Villarrica,26.83
2008-03-01,Villarrica,26.03
2008-04-01,Villarrica,22.3
2008-05-01,Villarrica,19.08
2008-06-01,Villarrica,15.6
2008-07-01,Villarrica,21.36
2008-08-01,Villarrica,19.31
2008-09-01,Villarrica,18.86
2008-10-01,Villarrica,24.3
2008-11-01,Villarrica,25.8
2008-12-01,Villarrica,27.7
2009-01-01,Villarrica,26.1
2009-02-01,Villarrica,26.8
2009-03-01,Villarrica,27.18
2009-04-01,Villarrica,24.63
2009-05-01,Villarrica,21.29
2009-06-01,Villarrica,16.12
2009-07-01,Villarrica,19.43
2009-08-01,Villarrica,20.03
2009-09-01,Villarrica,20.3
2009-10-01,Villarrica,23.8
2009-11-01,Villarrica,27.99
2009-12-01,Villarrica,27.16
2010-01-01,Villarrica,27.71
2010-02-01,Villarrica,28.43
2010-03-01,Villarrica,26.59
2010-04-01,Villarrica,22.04
2010-05-01,Villarrica,18.01
2010-06-01,Villarrica,18.89
2010-07-01,Villarrica,16.1
2010-08-01,Villarrica,18.44
2010-09-01,Villarrica,20.59
2010-10-01,Villarrica,21.37
2010-11-01,Villarrica,22.81
2010-12-01,Villarrica,26.62
2011-01-01,Villarrica,28.24
2011-02-01,Villarrica,26.28
2011-03-01,Villarrica,25.88
2011-04-01,Villarrica,23.18
2011-05-01,Villarrica,19.89
2011-06-01,Villarrica,17.93
2011-07-01,Villarrica,17.37
2011-08-01,Villarrica,18.76
2011-09-01,Villarrica,21.05
2011-10-01,Villarrica,23.66
2011-11-01,Villarrica,24.72
2011-12-01,Villarrica,25.82
2012-01-01,Villarrica,28.22
2012-02-01,Villarrica,29.1
2012-03-01,Villarrica,25.84
2012-04-01,Villarrica,22.14
2012-05-01,Villarrica,20.88
2012-06-01,Villarrica,17.44
2012-07-01,Villarrica,15.88
2012-08-01,Villarrica,22.1
2012-09-01,Villarrica,23.37
2012-10-01,Villarrica,25.12
2012-11-01,Villarrica,25.46
2012-12-01,Villarrica,28.48
2013-01-01,Villarrica,27.23
2013-02-01,Villarrica,26.9
2013-03-01,Villarrica,24.2
2013-04-01,Villarrica,22.9
2013-05-01,Villarrica,19.55
2013-06-01,Villarrica,18.9
2013-07-01,Villarrica,18.32
2013-08-01,Villarrica,16.85
2013-09-01,Villarrica,20.35
2013-10-01,Villarrica,23.14
2013-11-01,Villarrica,25.22
2013-12-01,Villarrica,27.75
2014-01-01,Villarrica,28.58
2014-02-01,Villarrica,28.75
2014-03-01,Villarrica,24.95
2014-04-01,Villarrica,23.2
2014-05-01,Villarrica,19.89
2014-06-01,Villarrica,18.2
2014-07-01,Villarrica,18.9
2014-08-01,Villarrica,20.84
2014-09-01,Villarrica,23.8
2014-10-01,Villarrica,26.7
2014-11-01,Villarrica,25.15
2014-12-01,Villarrica,26.65
2015-01-01,Villarrica,28.2
2015-02-01,Villarrica,23.8
2015-03-01,Villarrica,26.4
2015-04-01,Villarrica,23.9
2015-05-01,Villarrica,20.38
2015-06-01,Villarrica,20.4
2015-07-01,Villarrica,18.15
2015-08-01,Villarrica,23.75
2015-09-01,Villarrica,22.8
2015-10-01,Villarrica,24.3
2015-11-01,Villarrica,25.1
2015-12-01,Villarrica,26.8
2016-01-01,Villarrica,28.6
2016-02-01,Villarrica,28.3
2016-03-01,Villarrica,24.6
2016-04-01,Villarrica,25.7
2016-05-01,Villarrica,17.7
2016-06-01,Villarrica,15.1
2016-07-01,Villarrica,18.8
2016-08-01,Villarrica,20.7
2016-09-01,Villarrica,19.9
2016-10-01,Villarrica,23.2
2016-11-01,Villarrica,24.2
2016-12-01,Villarrica,26.6
2017-01-01,Villarrica,28.2
2017-02-01,Villarrica,27.4
2017-03-01,Villarrica,26.3
2017-04-01,Villarrica,22.4
2017-05-01,Villarrica,21.1
2017-06-01,Villarrica,19.1
2017-07-01,Villarrica,20.55
2017-08-01,Villarrica,21.95
2017-09-01,Villarrica,24.2
2017-10-01,Villarrica,23.8
2017-11-01,Villarrica,23.8
2017-12-01,Villarrica,27.5
2018-01-01,Villarrica,27.1
2018-02-01,Villarrica,26.8
2018-03-01,Villarrica,25.9
2018-04-01,Villarrica,26.4
2018-05-01,Villarrica,22.4
2018-06-01,Villarrica,16.6
2018-07-01,Villarrica,18.0
2018-08-01,Villarrica,17.45
2018-09-01,Villarrica,22.2
2018-10-01,Villarrica,23.7
2018-11-01,Villarrica,26.0
2018-12-01,Villarrica,27.4
2019-01-01,Villarrica,29.1
2019-02-01,Villarrica,27.3
2019-03-01,Villarrica,25.2
2019-04-01,Villarrica,24.0
2019-05-01,Villarrica,21.3
2019-06-01,Villarrica,21.6
2019-07-01,Villarrica,17.2
2019-08-01,Villarrica,19.65
2019-09-01,Villarrica,22.5
2019-10-01,Villarrica,25.7
2019-11-01,Villarrica,28.1
2019-12-01,Villarrica,26.3
2020-01-01,Villarrica,27.7
2020-02-01,Villarrica,27.1
2020-03-01,Villarrica,27.7
2020-04-01,Villarrica,22.7
2020-05-01,Villarrica,19.5
2020-06-01,Villarrica,20.3
2020-07-01,Villarrica,17.8
2020-08-01,Villarrica,21.25
2020-09-01,Villarrica,22.8
2020-10-01,Villarrica,26.3
2020-11-01,Villarrica,25.6
2020-12-01,Villarrica,26.6
2021-01-01,Villarrica,27.0
2021-02-01,Villarrica,26.0
2021-03-01,Villarrica,25.5
2021-04-01,Villarrica,23.4
2021-05-01,Villarrica,20.0
2021-06-01,Villarrica,17.6
2021-07-01,Villarrica,17.8
2021-08-01,Villarrica,21.1
2021-09-01,Villarrica,24.4
2021-10-01,Villarrica,23.3
2021-11-01,Villarrica,25.8
2021-12-01,Villarrica,28.1
2022-01-01,Villarrica,29.9
2022-02-01,Villarrica,28.8
2022-03-01,Villarrica,25.3
2022-04-01,Villarrica,23.2
2022-05-01,Villarrica,17.8
2022-06-01,Villarrica,16.1
2022-07-01,Villarrica,21.55
2022-08-01,Villarrica,19.3
2022-09-01,Villarrica,19.2
2022-10-01,Villarrica,21.6
2022-11-01,Villarrica,21.6
2022-12-01,Villarrica,999.9
2023-01-01,Villarrica,999.9
2023-02-01,Villarrica,999.9
2023-03-01,Villarrica,27.2
2023-04-01,Villarrica,22.6
2023-05-01,Villarrica,20.9
2023-06-01,Villarrica,19.9
2023-07-01,Villarrica,20.35
2023-08-01,Villarrica,22.5
2023-09-01,Villarrica,24.7
2023-10-01,Villarrica,999.9
2023-11-01,Villarrica,999.9
2023-12-01,Villarrica,999.9
1977-01-01,San Estanislao,999.9
1977-02-01,San Estanislao,999.9
1977-03-01,San Estanislao,999.9
1977-04-01,San Estanislao,999.9
1977-05-01,San Estanislao,18.37
1977-06-01,San Estanislao,999.9
1977-07-01,San Estanislao,999.9
1977-08-01,San Estanislao,999.9
1977-09-01,San Estanislao,999.9
1977-10-01,San Estanislao,999.9
1977-11-01,San Estanislao,999.9
1977-12-01,San Estanislao,999.9
1978-01-01,San Estanislao,999.9
1978-02-01,San Estanislao,999.9
1978-03-01,San Estanislao,999.9
1978-04-01,San Estanislao,21.67
1978-05-01,San Estanislao,999.9
1978-06-01,San Estanislao,19.57
1978-07-01,San Estanislao,22.17
1978-08-01,San Estanislao,18.67
1978-09-01,San Estanislao,21.97
1978-10-01,San Estanislao,999.9
1978-11-01,San Estanislao,999.9
1978-12-01,San Estanislao,999.9
1979-01-01,San Estanislao,999.9
1979-02-01,San Estanislao,27.87
1979-03-01,San Estanislao,26.27
1979-04-01,San Estanislao,999.9
1979-05-01,San Estanislao,19.57
1979-06-01,San Estanislao,18.07
1979-07-01,San Estanislao,18.57
1979-08-01,San Estanislao,22.77
1979-09-01,San Estanislao,20.37
1979-10-01,San Estanislao,25.37
1979-11-01,San Estanislao,999.9
1979-12-01,San Estanislao,27.37
1980-01-01,San Estanislao,27.27
1980-02-01,San Estanislao,27.67
1980-03-01,San Estanislao,27.67
1980-04-01,San Estanislao,25.47
1980-05-01,San Estanislao,23.51
1980-06-01,San Estanislao,999.9
1980-07-01,San Estanislao,999.9
1980-08-01,San Estanislao,999.9
1980-09-01,San Estanislao,999.9
1980-10-01,San Estanislao,999.9
1980-11-01,San Estanislao,999.9
1980-12-01,San Estanislao,999.9
1981-01-01,San Estanislao,27.97
1981-02-01,San Estanislao,28.27
1981-03-01,San Estanislao,25.97
1981-04-01,San Estanislao,24.07
1981-05-01,San Estanislao,23.77
1981-06-01,San Estanislao,17.07
1981-07-01,San Estanislao,17.67
1981-08-01,San Estanislao,22.07
1981-09-01,San Estanislao,20.57
1981-10-01,San Estanislao,23.87
1981-11-01,San Estanislao,26.07
1981-12-01,San Estanislao,999.9
1982-01-01,San Estanislao,27.87
1982-02-01,San Estanislao,27.27
1982-03-01,San Estanislao,25.67
1982-04-01,San Estanislao,23.87
1982-05-01,San Estanislao,20.97
1982-06-01,San Estanislao,19.57
1982-07-01,San Estanislao,20.97
1982-08-01,San Estanislao,22.27
1982-09-01,San Estanislao,22.97
1982-10-01,San Estanislao,24.47
1982-11-01,San Estanislao,25.47
1982-12-01,San Estanislao,25.97
1983-01-01,San Estanislao,27.97
1983-02-01,San Estanislao,27.27
1983-03-01,San Estanislao,25.77
1983-04-01,San Estanislao,23.97
1983-05-01,San Estanislao,21.97
1983-06-01,San Estanislao,16.37
1983-07-01,San Estanislao,18.17
1983-08-01,San Estanislao,19.57
1983-09-01,San Estanislao,19.57
1983-10-01,San Estanislao,24.17
1983-11-01,San Estanislao,24.37
1983-12-01,San Estanislao,27.57
1984-01-01,San Estanislao,28.57
1984-02-01,San Estanislao,28.87
1984-03-01,San Estanislao,26.87
1984-04-01,San Estanislao,21.97
1984-05-01,San Estanislao,22.57
1984-06-01,San Estanislao,18.87
1984-07-01,San Estanislao,20.27
1984-08-01,San Estanislao,17.17
1984-09-01,San Estanislao,22.57
1984-10-01,San Estanislao,27.27
1984-11-01,San Estanislao,26.47
1984-12-01,San Estanislao,25.57
1985-01-01,San Estanislao,28.27
1985-02-01,San Estanislao,28.67
1985-03-01,San Estanislao,27.37
1985-04-01,San Estanislao,24.17
1985-05-01,San Estanislao,21.77
1985-06-01,San Estanislao,18.87
1985-07-01,San Estanislao,18.17
1985-08-01,San Estanislao,19.27
1985-09-01,San Estanislao,21.67
1985-10-01,San Estanislao,25.17
1985-11-01,San Estanislao,27.77
1985-12-01,San Estanislao,29.57
1986-01-01,San Estanislao,28.87
1986-02-01,San Estanislao,27.97
1986-03-01,San Estanislao,25.97
1986-04-01,San Estanislao,25.47
1986-05-01,San Estanislao,21.77
1986-06-01,San Estanislao,20.87
1986-07-01,San Estanislao,18.47
1986-08-01,San Estanislao,20.77
1986-09-01,San Estanislao,21.27
1986-10-01,San Estanislao,23.77
1986-11-01,San Estanislao,27.17
1986-12-01,San Estanislao,26.87
1987-01-01,San Estanislao,27.97
1987-02-01,San Estanislao,25.67
1987-03-01,San Estanislao,25.97
1987-04-01,San Estanislao,24.47
1987-05-01,San Estanislao,17.37
1987-06-01,San Estanislao,17.37
1987-07-01,San Estanislao,21.97
1987-08-01,San Estanislao,18.77
1987-09-01,San Estanislao,21.07
1987-10-01,San Estanislao,23.67
1987-11-01,San Estanislao,27.27
1987-12-01,San Estanislao,26.37
1988-01-01,San Estanislao,27.97
1988-02-01,San Estanislao,25.77
1988-03-01,San Estanislao,27.97
1988-04-01,San Estanislao,23.37
1988-05-01,San Estanislao,17.77
1988-06-01,San Estanislao,16.97
1988-07-01,San Estanislao,15.87
1988-08-01,San Estanislao,21.77
1988-09-01,San Estanislao,22.27
1988-10-01,San Estanislao,22.87
1988-11-01,San Estanislao,26.57
1988-12-01,San Estanislao,27.97
1989-01-01,San Estanislao,26.67
1989-02-01,San Estanislao,26.97
1989-03-01,San Estanislao,25.97
1989-04-01,San Estanislao,24.17
1989-05-01,San Estanislao,20.67
1989-06-01,San Estanislao,19.57
1989-07-01,San Estanislao,18.07
1989-08-01,San Estanislao,20.37
1989-09-01,San Estanislao,19.77
1989-10-01,San Estanislao,23.57
1989-11-01,San Estanislao,26.27
1989-12-01,San Estanislao,28.27
1990-01-01,San Estanislao,999.9
1990-02-01,San Estanislao,999.9
1990-03-01,San Estanislao,999.9
1990-04-01,San Estanislao,999.9
1990-05-01,San Estanislao,19.27
1990-06-01,San Estanislao,17.27
1990-07-01,San Estanislao,15.07
1990-08-01,San Estanislao,20.17
1990-09-01,San Estanislao,19.67
1990-10-01,San Estanislao,25.57
1990-11-01,San Estanislao,27.37
1990-12-01,San Estanislao,27.27
1991-01-01,San Estanislao,999.9
1991-02-01,San Estanislao,999.9
1991-03-01,San Estanislao,999.9
1991-04-01,San Estanislao,999.9
1991-05-01,San Estanislao,999.9
1991-06-01,San Estanislao,999.9
1991-07-01,San Estanislao,999.9
1991-08-01,San Estanislao,999.9
1991-09-01,San Estanislao,999.9
1991-10-01,San Estanislao,999.9
1991-11-01,San Estanislao,24.67
1991-12-01,San Estanislao,999.9
1992-01-01,San Estanislao,999.9
1992-02-01,San Estanislao,999.9
1992-03-01,San Estanislao,999.9
1992-04-01,San Estanislao,999.9
1992-05-01,San Estanislao,999.9
1992-06-01,San Estanislao,999.9
1992-07-01,San Estanislao,999.9
1992-08-01,San Estanislao,18.07
1992-09-01,San Estanislao,20.57
1992-10-01,San Estanislao,23.37
1992-11-01,San Estanislao,999.9
1992-12-01,San Estanislao,27.27
1993-01-01,San Estanislao,999.9
1993-02-01,San Estanislao,999.9
1993-03-01,San Estanislao,999.9
1993-04-01,San Estanislao,25.07
1993-05-01,San Estanislao,999.9
1993-06-01,San Estanislao,19.07
1993-07-01,San Estanislao,999.9
1993-08-01,San Estanislao,999.9
1993-09-01,San Estanislao,20.47
1993-10-01,San Estanislao,999.9
1993-11-01,San Estanislao,999.9
1993-12-01,San Estanislao,27.97
1994-01-01,San Estanislao,27.97
1994-02-01,San Estanislao,999.9
1994-03-01,San Estanislao,999.9
1994-04-01,San Estanislao,999.9
1994-05-01,San Estanislao,24.47
1994-06-01,San Estanislao,22.87
1994-07-01,San Estanislao,999.9
1994-08-01,San Estanislao,999.9
1994-09-01,San Estanislao,999.9
1994-10-01,San Estanislao,999.9
1994-11-01,San Estanislao,999.9
1994-12-01,San Estanislao,999.9
1995-01-01,San Estanislao,999.9
1995-02-01,San Estanislao,27.52
1995-03-01,San Estanislao,999.9
1995-04-01,San Estanislao,21.32
1995-05-01,San Estanislao,999.9
1995-06-01,San Estanislao,19.37
1995-07-01,San Estanislao,999.9
1995-08-01,San Estanislao,999.9
1995-09-01,San Estanislao,19.46
1995-10-01,San Estanislao,999.9
1995-11-01,San Estanislao,999.9
1995-12-01,San Estanislao,28.07
1996-01-01,San Estanislao,27.62
1996-02-01,San Estanislao,26.72
1996-03-01,San Estanislao,999.9
1996-04-01,San Estanislao,22.17
1996-05-01,San Estanislao,20.17
1996-06-01,San Estanislao,16.87
1996-07-01,San Estanislao,18.57
1996-08-01,San Estanislao,23.26
1996-09-01,San Estanislao,999.9
1996-10-01,San Estanislao,25.47
1996-11-01,San Estanislao,999.9
1996-12-01,San Estanislao,27.07
1997-01-01,San Estanislao,28.97
1997-02-01,San Estanislao,999.9
1997-03-01,San Estanislao,999.9
1997-04-01,San Estanislao,22.07
1997-05-01,San Estanislao,20.26
1997-06-01,San Estanislao,19.17
1997-07-01,San Estanislao,999.9
1997-08-01,San Estanislao,20.46
1997-09-01,San Estanislao,24.18
1997-10-01,San Estanislao,999.9
1997-11-01,San Estanislao,999.9
1997-12-01,San Estanislao,28.68
1998-01-01,San Estanislao,999.9
1998-02-01,San Estanislao,27.55
1998-03-01,San Estanislao,999.9
1998-04-01,San Estanislao,24.44
1998-05-01,San Estanislao,20.79
1998-06-01,San Estanislao,18.63
1998-07-01,San Estanislao,22.1
1998-08-01,San Estanislao,18.94
1998-09-01,San Estanislao,21.09
1998-10-01,San Estanislao,24.14
1998-11-01,San Estanislao,24.59
1998-12-01,San Estanislao,999.9
1999-01-01,San Estanislao,27.68
1999-02-01,San Estanislao,28.09
1999-03-01,San Estanislao,26.89
1999-04-01,San Estanislao,20.44
1999-05-01,San Estanislao,19.14
1999-06-01,San Estanislao,18.24
1999-07-01,San Estanislao,17.88
1999-08-01,San Estanislao,22.51
1999-09-01,San Estanislao,999.9
1999-10-01,San Estanislao,999.9
1999-11-01,San Estanislao,999.9
1999-12-01,San Estanislao,29.28
2000-01-01,San Estanislao,999.9
2000-02-01,San Estanislao,26.52
2000-03-01,San Estanislao,24.19
2000-04-01,San Estanislao,23.54
2000-05-01,San Estanislao,19.94
2000-06-01,San Estanislao,18.94
2000-07-01,San Estanislao,14.89
2000-08-01,San Estanislao,19.03
2000-09-01,San Estanislao,21.74
2000-10-01,San Estanislao,26.09
2000-11-01,San Estanislao,23.54
2000-12-01,San Estanislao,26.79
2001-01-01,San Estanislao,27.09
2001-02-01,San Estanislao,28.09
2001-03-01,San Estanislao,26.39
2001-04-01,San Estanislao,23.69
2001-05-01,San Estanislao,18.89
2001-06-01,San Estanislao,17.34
2001-07-01,San Estanislao,999.9
2001-08-01,San Estanislao,999.9
2001-09-01,San Estanislao,999.9
2001-10-01,San Estanislao,999.9
2001-11-01,San Estanislao,999.9
2001-12-01,San Estanislao,999.9
2002-01-01,San Estanislao,999.9
2002-02-01,San Estanislao,999.9
2002-03-01,San Estanislao,999.9
2002-04-01,San Estanislao,999.9
2002-05-01,San Estanislao,999.9
2002-06-01,San Estanislao,999.9
2002-07-01,San Estanislao,999.9
2002-08-01,San Estanislao,999.9
2002-09-01,San Estanislao,999.9
2002-10-01,San Estanislao,999.9
2002-11-01,San Estanislao,999.9
2002-12-01,San Estanislao,999.9
2003-01-01,San Estanislao,999.9
2003-02-01,San Estanislao,999.9
2003-03-01,San Estanislao,999.9
2003-04-01,San Estanislao,999.9
2003-05-01,San Estanislao,999.9
2003-06-01,San Estanislao,999.9
2003-07-01,San Estanislao,999.9
2003-08-01,San Estanislao,999.9
2003-09-01,San Estanislao,999.9
2003-10-01,San Estanislao,999.9
2003-11-01,San Estanislao,999.9
2003-12-01,San Estanislao,999.9
2004-01-01,San Estanislao,999.9
2004-02-01,San Estanislao,999.9
2004-03-01,San Estanislao,26.2
2004-04-01,San Estanislao,26.45
2004-05-01,San Estanislao,17.78
2004-06-01,San Estanislao,20.41
2004-07-01,San Estanislao,19.72
2004-08-01,San Estanislao,999.9
2004-09-01,San Estanislao,23.05
2004-10-01,San Estanislao,999.9
2004-11-01,San Estanislao,25.54
2004-12-01,San Estanislao,999.9
2005-01-01,San Estanislao,27.85
2005-02-01,San Estanislao,999.9
2005-03-01,San Estanislao,27.25
2005-04-01,San Estanislao,24.85
2005-05-01,San Estanislao,22.58
2005-06-01,San Estanislao,21.75
2005-07-01,San Estanislao,999.9
2005-08-01,San Estanislao,23.39
2005-09-01,San Estanislao,18.25
2005-10-01,San Estanislao,24.34
2005-11-01,San Estanislao,27.05
2005-12-01,San Estanislao,27.55
2006-01-01,San Estanislao,999.9
2006-02-01,San Estanislao,999.9
2006-03-01,San Estanislao,26.95
2006-04-01,San Estanislao,999.9
2006-05-01,San Estanislao,999.9
2006-06-01,San Estanislao,21.45
2006-07-01,San Estanislao,22.15
2006-08-01,San Estanislao,20.55
2006-09-01,San Estanislao,22.05
2006-10-01,San Estanislao,26.53
2006-11-01,San Estanislao,26.27
2006-12-01,San Estanislao,999.9
2007-01-01,San Estanislao,27.25
2007-02-01,San Estanislao,999.9
2007-03-01,San Estanislao,26.65
2007-04-01,San Estanislao,24.35
2007-05-01,San Estanislao,18.15
2007-06-01,San Estanislao,19.27
2007-07-01,San Estanislao,15.75
2007-08-01,San Estanislao,18.55
2007-09-01,San Estanislao,25.35
2007-10-01,San Estanislao,999.9
2007-11-01,San Estanislao,999.9
2007-12-01,San Estanislao,27.35
2008-01-01,San Estanislao,26.75
2008-02-01,San Estanislao,999.9
2008-03-01,San Estanislao,26.65
2008-04-01,San Estanislao,999.9
2008-05-01,San Estanislao,18.79
2008-06-01,San Estanislao,16.55
2008-07-01,San Estanislao,23.35
2008-08-01,San Estanislao,22.15
2008-09-01,San Estanislao,19.97
2008-10-01,San Estanislao,24.95
2008-11-01,San Estanislao,26.82
2008-12-01,San Estanislao,27.84
2009-01-01,San Estanislao,27.11
2009-02-01,San Estanislao,27.55
2009-03-01,San Estanislao,27.65
2009-04-01,San Estanislao,25.55
2009-05-01,San Estanislao,22.1
2009-06-01,San Estanislao,16.3
2009-07-01,San Estanislao,20.93
2009-08-01,San Estanislao,20.35
